Trainn acc .	Test acc .	
 1.4109e+02	 1.5177e+02	
 1.4085e+02	 1.5152e+02	
 1.4061e+02	 1.5128e+02	
 1.4038e+02	 1.5103e+02	
 1.4014e+02	 1.5078e+02	
 1.3991e+02	 1.5053e+02	
 1.3967e+02	 1.5029e+02	
 1.3944e+02	 1.5004e+02	
 1.3920e+02	 1.4979e+02	
 1.3897e+02	 1.4955e+02	
 1.3874e+02	 1.4930e+02	
 1.3850e+02	 1.4905e+02	
 1.3827e+02	 1.4881e+02	
 1.3804e+02	 1.4856e+02	
 1.3781e+02	 1.4832e+02	
 1.3758e+02	 1.4808e+02	
 1.3735e+02	 1.4784e+02	
 1.3713e+02	 1.4760e+02	
 1.3690e+02	 1.4735e+02	
 1.3667e+02	 1.4711e+02	
 1.3644e+02	 1.4688e+02	
 1.3622e+02	 1.4663e+02	
 1.3599e+02	 1.4639e+02	
 1.3576e+02	 1.4616e+02	
 1.3554e+02	 1.4591e+02	
 1.3531e+02	 1.4568e+02	
 1.3509e+02	 1.4544e+02	
 1.3486e+02	 1.4521e+02	
 1.3464e+02	 1.4497e+02	
 1.3441e+02	 1.4474e+02	
 1.3419e+02	 1.4451e+02	
 1.3397e+02	 1.4428e+02	
 1.3375e+02	 1.4405e+02	
 1.3353e+02	 1.4381e+02	
 1.3331e+02	 1.4358e+02	
 1.3309e+02	 1.4335e+02	
 1.3287e+02	 1.4312e+02	
 1.3265e+02	 1.4289e+02	
 1.3243e+02	 1.4267e+02	
 1.3222e+02	 1.4244e+02	
 1.3200e+02	 1.4221e+02	
 1.3178e+02	 1.4198e+02	
 1.3156e+02	 1.4175e+02	
 1.3135e+02	 1.4153e+02	
 1.3113e+02	 1.4130e+02	
 1.3092e+02	 1.4108e+02	
 1.3070e+02	 1.4086e+02	
 1.3049e+02	 1.4063e+02	
 1.3028e+02	 1.4041e+02	
 1.3006e+02	 1.4019e+02	
 1.2985e+02	 1.3996e+02	
 1.2964e+02	 1.3975e+02	
 1.2943e+02	 1.3953e+02	
 1.2922e+02	 1.3931e+02	
 1.2901e+02	 1.3909e+02	
 1.2880e+02	 1.3888e+02	
 1.2859e+02	 1.3865e+02	
 1.2839e+02	 1.3844e+02	
 1.2818e+02	 1.3823e+02	
 1.2797e+02	 1.3801e+02	
 1.2777e+02	 1.3780e+02	
 1.2756e+02	 1.3759e+02	
 1.2736e+02	 1.3737e+02	
 1.2716e+02	 1.3716e+02	
 1.2695e+02	 1.3695e+02	
 1.2675e+02	 1.3674e+02	
 1.2655e+02	 1.3652e+02	
 1.2635e+02	 1.3631e+02	
 1.2614e+02	 1.3610e+02	
 1.2594e+02	 1.3590e+02	
 1.2574e+02	 1.3568e+02	
 1.2554e+02	 1.3548e+02	
 1.2534e+02	 1.3526e+02	
 1.2515e+02	 1.3506e+02	
 1.2495e+02	 1.3486e+02	
 1.2475e+02	 1.3465e+02	
 1.2455e+02	 1.3444e+02	
 1.2435e+02	 1.3424e+02	
 1.2416e+02	 1.3403e+02	
 1.2396e+02	 1.3383e+02	
 1.2376e+02	 1.3363e+02	
 1.2357e+02	 1.3343e+02	
 1.2338e+02	 1.3323e+02	
 1.2318e+02	 1.3303e+02	
 1.2299e+02	 1.3283e+02	
 1.2279e+02	 1.3263e+02	
 1.2260e+02	 1.3244e+02	
 1.2241e+02	 1.3224e+02	
 1.2222e+02	 1.3204e+02	
 1.2203e+02	 1.3185e+02	
 1.2184e+02	 1.3165e+02	
 1.2164e+02	 1.3145e+02	
 1.2145e+02	 1.3124e+02	
 1.2126e+02	 1.3105e+02	
 1.2107e+02	 1.3085e+02	
 1.2088e+02	 1.3066e+02	
 1.2070e+02	 1.3046e+02	
 1.2051e+02	 1.3026e+02	
 1.2032e+02	 1.3007e+02	
 1.2013e+02	 1.2987e+02	
 1.1994e+02	 1.2968e+02	
 1.1976e+02	 1.2948e+02	
 1.1957e+02	 1.2929e+02	
 1.1939e+02	 1.2908e+02	
 1.1920e+02	 1.2889e+02	
 1.1901e+02	 1.2870e+02	
 1.1883e+02	 1.2851e+02	
 1.1864e+02	 1.2832e+02	
 1.1846e+02	 1.2813e+02	
 1.1828e+02	 1.2794e+02	
 1.1809e+02	 1.2775e+02	
 1.1791e+02	 1.2755e+02	
 1.1773e+02	 1.2736e+02	
 1.1755e+02	 1.2717e+02	
 1.1737e+02	 1.2698e+02	
 1.1718e+02	 1.2679e+02	
 1.1700e+02	 1.2660e+02	
 1.1682e+02	 1.2641e+02	
 1.1664e+02	 1.2622e+02	
 1.1647e+02	 1.2603e+02	
 1.1629e+02	 1.2584e+02	
 1.1611e+02	 1.2565e+02	
 1.1593e+02	 1.2546e+02	
 1.1575e+02	 1.2528e+02	
 1.1558e+02	 1.2509e+02	
 1.1540e+02	 1.2491e+02	
 1.1523e+02	 1.2472e+02	
 1.1505e+02	 1.2454e+02	
 1.1488e+02	 1.2435e+02	
 1.1471e+02	 1.2416e+02	
 1.1453e+02	 1.2398e+02	
 1.1436e+02	 1.2379e+02	
 1.1419e+02	 1.2361e+02	
 1.1402e+02	 1.2343e+02	
 1.1385e+02	 1.2324e+02	
 1.1368e+02	 1.2306e+02	
 1.1351e+02	 1.2288e+02	
 1.1334e+02	 1.2270e+02	
 1.1317e+02	 1.2252e+02	
 1.1300e+02	 1.2234e+02	
 1.1283e+02	 1.2216e+02	
 1.1266e+02	 1.2198e+02	
 1.1249e+02	 1.2180e+02	
 1.1232e+02	 1.2162e+02	
 1.1216e+02	 1.2144e+02	
 1.1199e+02	 1.2126e+02	
 1.1182e+02	 1.2108e+02	
 1.1166e+02	 1.2090e+02	
 1.1149e+02	 1.2073e+02	
 1.1133e+02	 1.2055e+02	
 1.1116e+02	 1.2038e+02	
 1.1100e+02	 1.2021e+02	
 1.1083e+02	 1.2004e+02	
 1.1067e+02	 1.1986e+02	
 1.1051e+02	 1.1970e+02	
 1.1034e+02	 1.1953e+02	
 1.1018e+02	 1.1937e+02	
 1.1002e+02	 1.1920e+02	
 1.0986e+02	 1.1903e+02	
 1.0970e+02	 1.1886e+02	
 1.0954e+02	 1.1869e+02	
 1.0938e+02	 1.1853e+02	
 1.0922e+02	 1.1836e+02	
 1.0906e+02	 1.1819e+02	
 1.0890e+02	 1.1803e+02	
 1.0874e+02	 1.1786e+02	
 1.0859e+02	 1.1769e+02	
 1.0843e+02	 1.1753e+02	
 1.0827e+02	 1.1737e+02	
 1.0812e+02	 1.1720e+02	
 1.0796e+02	 1.1704e+02	
 1.0780e+02	 1.1688e+02	
 1.0765e+02	 1.1671e+02	
 1.0749e+02	 1.1655e+02	
 1.0734e+02	 1.1639e+02	
 1.0719e+02	 1.1623e+02	
 1.0703e+02	 1.1607e+02	
 1.0688e+02	 1.1591e+02	
 1.0673e+02	 1.1575e+02	
 1.0657e+02	 1.1559e+02	
 1.0642e+02	 1.1543e+02	
 1.0627e+02	 1.1527e+02	
 1.0612e+02	 1.1511e+02	
 1.0596e+02	 1.1495e+02	
 1.0581e+02	 1.1480e+02	
 1.0566e+02	 1.1464e+02	
 1.0551e+02	 1.1448e+02	
 1.0536e+02	 1.1433e+02	
 1.0521e+02	 1.1417e+02	
 1.0506e+02	 1.1402e+02	
 1.0491e+02	 1.1386e+02	
 1.0476e+02	 1.1371e+02	
 1.0461e+02	 1.1356e+02	
 1.0446e+02	 1.1341e+02	
 1.0432e+02	 1.1326e+02	
 1.0417e+02	 1.1310e+02	
 1.0402e+02	 1.1295e+02	
 1.0387e+02	 1.1280e+02	
 1.0373e+02	 1.1265e+02	
 1.0358e+02	 1.1250e+02	
 1.0343e+02	 1.1235e+02	
 1.0328e+02	 1.1220e+02	
 1.0314e+02	 1.1205e+02	
 1.0299e+02	 1.1190e+02	
 1.0284e+02	 1.1175e+02	
 1.0270e+02	 1.1160e+02	
 1.0255e+02	 1.1145e+02	
 1.0241e+02	 1.1130e+02	
 1.0227e+02	 1.1115e+02	
 1.0212e+02	 1.1100e+02	
 1.0198e+02	 1.1085e+02	
 1.0183e+02	 1.1070e+02	
 1.0169e+02	 1.1056e+02	
 1.0155e+02	 1.1042e+02	
 1.0140e+02	 1.1027e+02	
 1.0126e+02	 1.1013e+02	
 1.0112e+02	 1.0998e+02	
 1.0098e+02	 1.0984e+02	
 1.0084e+02	 1.0970e+02	
 1.0070e+02	 1.0955e+02	
 1.0056e+02	 1.0940e+02	
 1.0042e+02	 1.0926e+02	
 1.0028e+02	 1.0912e+02	
 1.0014e+02	 1.0897e+02	
 1.0000e+02	 1.0883e+02	
 9.9862e+01	 1.0869e+02	
 9.9723e+01	 1.0855e+02	
 9.9585e+01	 1.0841e+02	
 9.9448e+01	 1.0826e+02	
 9.9311e+01	 1.0813e+02	
 9.9175e+01	 1.0799e+02	
 9.9038e+01	 1.0785e+02	
 9.8902e+01	 1.0771e+02	
 9.8767e+01	 1.0757e+02	
 9.8631e+01	 1.0742e+02	
 9.8495e+01	 1.0729e+02	
 9.8360e+01	 1.0715e+02	
 9.8224e+01	 1.0701e+02	
 9.8090e+01	 1.0687e+02	
 9.7955e+01	 1.0671e+02	
 9.7820e+01	 1.0657e+02	
 9.7685e+01	 1.0643e+02	
 9.7550e+01	 1.0630e+02	
 9.7416e+01	 1.0615e+02	
 9.7281e+01	 1.0601e+02	
 9.7147e+01	 1.0587e+02	
 9.7013e+01	 1.0573e+02	
 9.6879e+01	 1.0559e+02	
 9.6746e+01	 1.0545e+02	
 9.6612e+01	 1.0530e+02	
 9.6478e+01	 1.0516e+02	
 9.6344e+01	 1.0502e+02	
 9.6211e+01	 1.0488e+02	
 9.6077e+01	 1.0473e+02	
 9.5945e+01	 1.0459e+02	
 9.5812e+01	 1.0445e+02	
 9.5679e+01	 1.0431e+02	
 9.5547e+01	 1.0417e+02	
 9.5414e+01	 1.0402e+02	
 9.5283e+01	 1.0388e+02	
 9.5151e+01	 1.0375e+02	
 9.5020e+01	 1.0360e+02	
 9.4890e+01	 1.0346e+02	
 9.4759e+01	 1.0333e+02	
 9.4630e+01	 1.0319e+02	
 9.4501e+01	 1.0306e+02	
 9.4372e+01	 1.0292e+02	
 9.4244e+01	 1.0278e+02	
 9.4116e+01	 1.0265e+02	
 9.3988e+01	 1.0251e+02	
 9.3861e+01	 1.0238e+02	
 9.3734e+01	 1.0224e+02	
 9.3608e+01	 1.0211e+02	
 9.3483e+01	 1.0197e+02	
 9.3357e+01	 1.0184e+02	
 9.3233e+01	 1.0171e+02	
 9.3108e+01	 1.0157e+02	
 9.2983e+01	 1.0144e+02	
 9.2859e+01	 1.0131e+02	
 9.2736e+01	 1.0118e+02	
 9.2612e+01	 1.0105e+02	
 9.2489e+01	 1.0092e+02	
 9.2366e+01	 1.0078e+02	
 9.2243e+01	 1.0066e+02	
 9.2121e+01	 1.0053e+02	
 9.1999e+01	 1.0041e+02	
 9.1878e+01	 1.0027e+02	
 9.1757e+01	 1.0014e+02	
 9.1636e+01	 1.0002e+02	
 9.1515e+01	 9.9885e+01	
 9.1394e+01	 9.9755e+01	
 9.1272e+01	 9.9626e+01	
 9.1151e+01	 9.9496e+01	
 9.1030e+01	 9.9365e+01	
 9.0909e+01	 9.9239e+01	
 9.0788e+01	 9.9112e+01	
 9.0667e+01	 9.8986e+01	
 9.0547e+01	 9.8861e+01	
 9.0426e+01	 9.8737e+01	
 9.0306e+01	 9.8612e+01	
 9.0186e+01	 9.8485e+01	
 9.0067e+01	 9.8358e+01	
 8.9947e+01	 9.8231e+01	
 8.9828e+01	 9.8105e+01	
 8.9708e+01	 9.7978e+01	
 8.9589e+01	 9.7853e+01	
 8.9469e+01	 9.7730e+01	
 8.9350e+01	 9.7607e+01	
 8.9232e+01	 9.7484e+01	
 8.9113e+01	 9.7361e+01	
 8.8995e+01	 9.7238e+01	
 8.8877e+01	 9.7116e+01	
 8.8759e+01	 9.6993e+01	
 8.8641e+01	 9.6870e+01	
 8.8523e+01	 9.6747e+01	
 8.8404e+01	 9.6615e+01	
 8.8286e+01	 9.6498e+01	
 8.8167e+01	 9.6380e+01	
 8.8049e+01	 9.6253e+01	
 8.7931e+01	 9.6140e+01	
 8.7813e+01	 9.6014e+01	
 8.7695e+01	 9.5893e+01	
 8.7578e+01	 9.5783e+01	
 8.7461e+01	 9.5659e+01	
 8.7345e+01	 9.5540e+01	
 8.7229e+01	 9.5432e+01	
 8.7113e+01	 9.5309e+01	
 8.6997e+01	 9.5191e+01	
 8.6882e+01	 9.5074e+01	
 8.6767e+01	 9.4967e+01	
 8.6652e+01	 9.4844e+01	
 8.6538e+01	 9.4729e+01	
 8.6424e+01	 9.4614e+01	
 8.6311e+01	 9.4498e+01	
 8.6197e+01	 9.4384e+01	
 8.6084e+01	 9.4277e+01	
 8.5972e+01	 9.4159e+01	
 8.5860e+01	 9.4042e+01	
 8.5748e+01	 9.3929e+01	
 8.5636e+01	 9.3825e+01	
 8.5525e+01	 9.3703e+01	
 8.5413e+01	 9.3598e+01	
 8.5303e+01	 9.3480e+01	
 8.5192e+01	 9.3375e+01	
 8.5081e+01	 9.3257e+01	
 8.4971e+01	 9.3152e+01	
 8.4861e+01	 9.3033e+01	
 8.4751e+01	 9.2931e+01	
 8.4641e+01	 9.2823e+01	
 8.4531e+01	 9.2714e+01	
 8.4421e+01	 9.2596e+01	
 8.4312e+01	 9.2495e+01	
 8.4203e+01	 9.2382e+01	
 8.4094e+01	 9.2274e+01	
 8.3986e+01	 9.2165e+01	
 8.3878e+01	 9.2058e+01	
 8.3771e+01	 9.1950e+01	
 8.3664e+01	 9.1840e+01	
 8.3557e+01	 9.1734e+01	
 8.3450e+01	 9.1633e+01	
 8.3343e+01	 9.1529e+01	
 8.3237e+01	 9.1428e+01	
 8.3131e+01	 9.1328e+01	
 8.3025e+01	 9.1225e+01	
 8.2919e+01	 9.1122e+01	
 8.2813e+01	 9.1020e+01	
 8.2708e+01	 9.0918e+01	
 8.2603e+01	 9.0817e+01	
 8.2498e+01	 9.0706e+01	
 8.2394e+01	 9.0613e+01	
 8.2290e+01	 9.0503e+01	
 8.2186e+01	 9.0410e+01	
 8.2082e+01	 9.0300e+01	
 8.1979e+01	 9.0207e+01	
 8.1876e+01	 9.0098e+01	
 8.1773e+01	 9.0005e+01	
 8.1669e+01	 8.9897e+01	
 8.1567e+01	 8.9805e+01	
 8.1464e+01	 8.9697e+01	
 8.1362e+01	 8.9595e+01	
 8.1260e+01	 8.9505e+01	
 8.1159e+01	 8.9397e+01	
 8.1057e+01	 8.9296e+01	
 8.0956e+01	 8.9196e+01	
 8.0856e+01	 8.9107e+01	
 8.0755e+01	 8.9001e+01	
 8.0655e+01	 8.8902e+01	
 8.0555e+01	 8.8802e+01	
 8.0455e+01	 8.8704e+01	
 8.0356e+01	 8.8615e+01	
 8.0257e+01	 8.8512e+01	
 8.0157e+01	 8.8414e+01	
 8.0058e+01	 8.8320e+01	
 7.9959e+01	 8.8224e+01	
 7.9860e+01	 8.8129e+01	
 7.9761e+01	 8.8034e+01	
 7.9663e+01	 8.7940e+01	
 7.9565e+01	 8.7848e+01	
 7.9466e+01	 8.7753e+01	
 7.9368e+01	 8.7660e+01	
 7.9271e+01	 8.7565e+01	
 7.9173e+01	 8.7472e+01	
 7.9076e+01	 8.7378e+01	
 7.8979e+01	 8.7285e+01	
 7.8883e+01	 8.7194e+01	
 7.8787e+01	 8.7102e+01	
 7.8691e+01	 8.7010e+01	
 7.8595e+01	 8.6918e+01	
 7.8500e+01	 8.6826e+01	
 7.8404e+01	 8.6737e+01	
 7.8309e+01	 8.6649e+01	
 7.8213e+01	 8.6557e+01	
 7.8118e+01	 8.6466e+01	
 7.8022e+01	 8.6379e+01	
 7.7926e+01	 8.6289e+01	
 7.7831e+01	 8.6199e+01	
 7.7736e+01	 8.6110e+01	
 7.7642e+01	 8.6023e+01	
 7.7547e+01	 8.5935e+01	
 7.7453e+01	 8.5846e+01	
 7.7360e+01	 8.5760e+01	
 7.7266e+01	 8.5672e+01	
 7.7173e+01	 8.5586e+01	
 7.7080e+01	 8.5499e+01	
 7.6986e+01	 8.5414e+01	
 7.6893e+01	 8.5327e+01	
 7.6800e+01	 8.5240e+01	
 7.6708e+01	 8.5152e+01	
 7.6615e+01	 8.5067e+01	
 7.6523e+01	 8.4980e+01	
 7.6430e+01	 8.4892e+01	
 7.6338e+01	 8.4806e+01	
 7.6246e+01	 8.4722e+01	
 7.6154e+01	 8.4636e+01	
 7.6062e+01	 8.4549e+01	
 7.5970e+01	 8.4469e+01	
 7.5878e+01	 8.4386e+01	
 7.5786e+01	 8.4291e+01	
 7.5694e+01	 8.4203e+01	
 7.5603e+01	 8.4116e+01	
 7.5512e+01	 8.4029e+01	
 7.5422e+01	 8.3941e+01	
 7.5331e+01	 8.3856e+01	
 7.5241e+01	 8.3771e+01	
 7.5151e+01	 8.3685e+01	
 7.5061e+01	 8.3600e+01	
 7.4971e+01	 8.3518e+01	
 7.4881e+01	 8.3431e+01	
 7.4791e+01	 8.3345e+01	
 7.4701e+01	 8.3262e+01	
 7.4611e+01	 8.3177e+01	
 7.4521e+01	 8.3092e+01	
 7.4431e+01	 8.3007e+01	
 7.4342e+01	 8.2921e+01	
 7.4253e+01	 8.2839e+01	
 7.4164e+01	 8.2755e+01	
 7.4075e+01	 8.2672e+01	
 7.3986e+01	 8.2588e+01	
 7.3898e+01	 8.2504e+01	
 7.3809e+01	 8.2420e+01	
 7.3721e+01	 8.2337e+01	
 7.3632e+01	 8.2252e+01	
 7.3544e+01	 8.2173e+01	
 7.3456e+01	 8.2090e+01	
 7.3368e+01	 8.2009e+01	
 7.3280e+01	 8.1927e+01	
 7.3192e+01	 8.1844e+01	
 7.3104e+01	 8.1758e+01	
 7.3017e+01	 8.1674e+01	
 7.2930e+01	 8.1592e+01	
 7.2844e+01	 8.1509e+01	
 7.2757e+01	 8.1428e+01	
 7.2671e+01	 8.1347e+01	
 7.2585e+01	 8.1265e+01	
 7.2499e+01	 8.1183e+01	
 7.2414e+01	 8.1103e+01	
 7.2328e+01	 8.1019e+01	
 7.2244e+01	 8.0937e+01	
 7.2159e+01	 8.0847e+01	
 7.2075e+01	 8.0764e+01	
 7.1991e+01	 8.0682e+01	
 7.1907e+01	 8.0600e+01	
 7.1823e+01	 8.0518e+01	
 7.1740e+01	 8.0436e+01	
 7.1657e+01	 8.0355e+01	
 7.1574e+01	 8.0275e+01	
 7.1492e+01	 8.0195e+01	
 7.1410e+01	 8.0112e+01	
 7.1328e+01	 8.0032e+01	
 7.1246e+01	 7.9953e+01	
 7.1164e+01	 7.9873e+01	
 7.1083e+01	 7.9793e+01	
 7.1002e+01	 7.9713e+01	
 7.0921e+01	 7.9634e+01	
 7.0840e+01	 7.9557e+01	
 7.0759e+01	 7.9479e+01	
 7.0678e+01	 7.9395e+01	
 7.0598e+01	 7.9315e+01	
 7.0518e+01	 7.9237e+01	
 7.0438e+01	 7.9157e+01	
 7.0358e+01	 7.9077e+01	
 7.0278e+01	 7.8999e+01	
 7.0199e+01	 7.8923e+01	
 7.0119e+01	 7.8847e+01	
 7.0039e+01	 7.8769e+01	
 6.9960e+01	 7.8691e+01	
 6.9881e+01	 7.8613e+01	
 6.9802e+01	 7.8537e+01	
 6.9723e+01	 7.8459e+01	
 6.9645e+01	 7.8383e+01	
 6.9566e+01	 7.8306e+01	
 6.9488e+01	 7.8229e+01	
 6.9410e+01	 7.8156e+01	
 6.9332e+01	 7.8081e+01	
 6.9255e+01	 7.8005e+01	
 6.9177e+01	 7.7932e+01	
 6.9099e+01	 7.7858e+01	
 6.9022e+01	 7.7783e+01	
 6.8945e+01	 7.7710e+01	
 6.8867e+01	 7.7635e+01	
 6.8790e+01	 7.7558e+01	
 6.8713e+01	 7.7481e+01	
 6.8636e+01	 7.7405e+01	
 6.8559e+01	 7.7329e+01	
 6.8482e+01	 7.7252e+01	
 6.8405e+01	 7.7176e+01	
 6.8329e+01	 7.7100e+01	
 6.8252e+01	 7.7024e+01	
 6.8176e+01	 7.6950e+01	
 6.8100e+01	 7.6874e+01	
 6.8024e+01	 7.6798e+01	
 6.7947e+01	 7.6727e+01	
 6.7871e+01	 7.6657e+01	
 6.7794e+01	 7.6583e+01	
 6.7718e+01	 7.6508e+01	
 6.7641e+01	 7.6425e+01	
 6.7565e+01	 7.6348e+01	
 6.7489e+01	 7.6271e+01	
 6.7413e+01	 7.6195e+01	
 6.7337e+01	 7.6116e+01	
 6.7262e+01	 7.6039e+01	
 6.7186e+01	 7.5963e+01	
 6.7111e+01	 7.5888e+01	
 6.7035e+01	 7.5813e+01	
 6.6960e+01	 7.5738e+01	
 6.6886e+01	 7.5662e+01	
 6.6811e+01	 7.5588e+01	
 6.6737e+01	 7.5514e+01	
 6.6663e+01	 7.5440e+01	
 6.6589e+01	 7.5366e+01	
 6.6515e+01	 7.5293e+01	
 6.6441e+01	 7.5219e+01	
 6.6368e+01	 7.5145e+01	
 6.6294e+01	 7.5074e+01	
 6.6221e+01	 7.5001e+01	
 6.6147e+01	 7.4928e+01	
 6.6074e+01	 7.4859e+01	
 6.6001e+01	 7.4789e+01	
 6.5928e+01	 7.4717e+01	
 6.5855e+01	 7.4644e+01	
 6.5782e+01	 7.4566e+01	
 6.5710e+01	 7.4501e+01	
 6.5637e+01	 7.4426e+01	
 6.5565e+01	 7.4362e+01	
 6.5492e+01	 7.4284e+01	
 6.5420e+01	 7.4220e+01	
 6.5348e+01	 7.4143e+01	
 6.5276e+01	 7.4082e+01	
 6.5205e+01	 7.4005e+01	
 6.5134e+01	 7.3936e+01	
 6.5063e+01	 7.3866e+01	
 6.4992e+01	 7.3795e+01	
 6.4922e+01	 7.3725e+01	
 6.4851e+01	 7.3656e+01	
 6.4781e+01	 7.3586e+01	
 6.4712e+01	 7.3518e+01	
 6.4642e+01	 7.3451e+01	
 6.4572e+01	 7.3382e+01	
 6.4501e+01	 7.3314e+01	
 6.4432e+01	 7.3242e+01	
 6.4362e+01	 7.3174e+01	
 6.4292e+01	 7.3107e+01	
 6.4223e+01	 7.3039e+01	
 6.4154e+01	 7.2973e+01	
 6.4085e+01	 7.2907e+01	
 6.4016e+01	 7.2841e+01	
 6.3947e+01	 7.2774e+01	
 6.3878e+01	 7.2707e+01	
 6.3809e+01	 7.2640e+01	
 6.3740e+01	 7.2574e+01	
 6.3672e+01	 7.2507e+01	
 6.3603e+01	 7.2441e+01	
 6.3535e+01	 7.2376e+01	
 6.3467e+01	 7.2310e+01	
 6.3399e+01	 7.2244e+01	
 6.3331e+01	 7.2177e+01	
 6.3263e+01	 7.2110e+01	
 6.3195e+01	 7.2044e+01	
 6.3128e+01	 7.1981e+01	
 6.3060e+01	 7.1915e+01	
 6.2993e+01	 7.1849e+01	
 6.2925e+01	 7.1783e+01	
 6.2858e+01	 7.1717e+01	
 6.2792e+01	 7.1645e+01	
 6.2725e+01	 7.1588e+01	
 6.2658e+01	 7.1514e+01	
 6.2591e+01	 7.1453e+01	
 6.2524e+01	 7.1389e+01	
 6.2457e+01	 7.1334e+01	
 6.2390e+01	 7.1262e+01	
 6.2323e+01	 7.1196e+01	
 6.2256e+01	 7.1133e+01	
 6.2189e+01	 7.1068e+01	
 6.2122e+01	 7.1012e+01	
 6.2055e+01	 7.0938e+01	
 6.1988e+01	 7.0875e+01	
 6.1921e+01	 7.0809e+01	
 6.1854e+01	 7.0743e+01	
 6.1787e+01	 7.0677e+01	
 6.1720e+01	 7.0612e+01	
 6.1654e+01	 7.0547e+01	
 6.1587e+01	 7.0483e+01	
 6.1521e+01	 7.0417e+01	
 6.1454e+01	 7.0355e+01	
 6.1388e+01	 7.0292e+01	
 6.1321e+01	 7.0227e+01	
 6.1254e+01	 7.0166e+01	
 6.1187e+01	 7.0101e+01	
 6.1121e+01	 7.0036e+01	
 6.1055e+01	 6.9970e+01	
 6.0989e+01	 6.9903e+01	
 6.0923e+01	 6.9836e+01	
 6.0857e+01	 6.9770e+01	
 6.0791e+01	 6.9703e+01	
 6.0726e+01	 6.9637e+01	
 6.0661e+01	 6.9571e+01	
 6.0596e+01	 6.9507e+01	
 6.0530e+01	 6.9445e+01	
 6.0465e+01	 6.9380e+01	
 6.0399e+01	 6.9314e+01	
 6.0334e+01	 6.9248e+01	
 6.0269e+01	 6.9183e+01	
 6.0204e+01	 6.9119e+01	
 6.0139e+01	 6.9055e+01	
 6.0075e+01	 6.8991e+01	
 6.0010e+01	 6.8935e+01	
 5.9944e+01	 6.8868e+01	
 5.9879e+01	 6.8804e+01	
 5.9813e+01	 6.8737e+01	
 5.9748e+01	 6.8675e+01	
 5.9683e+01	 6.8608e+01	
 5.9618e+01	 6.8544e+01	
 5.9554e+01	 6.8481e+01	
 5.9489e+01	 6.8413e+01	
 5.9425e+01	 6.8352e+01	
 5.9361e+01	 6.8288e+01	
 5.9297e+01	 6.8225e+01	
 5.9234e+01	 6.8164e+01	
 5.9169e+01	 6.8102e+01	
 5.9105e+01	 6.8043e+01	
 5.9041e+01	 6.7981e+01	
 5.8977e+01	 6.7920e+01	
 5.8914e+01	 6.7858e+01	
 5.8851e+01	 6.7800e+01	
 5.8787e+01	 6.7736e+01	
 5.8724e+01	 6.7676e+01	
 5.8661e+01	 6.7614e+01	
 5.8599e+01	 6.7550e+01	
 5.8536e+01	 6.7486e+01	
 5.8473e+01	 6.7423e+01	
 5.8411e+01	 6.7362e+01	
 5.8349e+01	 6.7303e+01	
 5.8286e+01	 6.7244e+01	
 5.8224e+01	 6.7184e+01	
 5.8162e+01	 6.7123e+01	
 5.8099e+01	 6.7063e+01	
 5.8037e+01	 6.7002e+01	
 5.7975e+01	 6.6943e+01	
 5.7913e+01	 6.6882e+01	
 5.7851e+01	 6.6820e+01	
 5.7789e+01	 6.6760e+01	
 5.7727e+01	 6.6700e+01	
 5.7666e+01	 6.6639e+01	
 5.7605e+01	 6.6581e+01	
 5.7544e+01	 6.6520e+01	
 5.7483e+01	 6.6459e+01	
 5.7422e+01	 6.6399e+01	
 5.7361e+01	 6.6338e+01	
 5.7301e+01	 6.6278e+01	
 5.7241e+01	 6.6218e+01	
 5.7181e+01	 6.6159e+01	
 5.7121e+01	 6.6098e+01	
 5.7061e+01	 6.6037e+01	
 5.7001e+01	 6.5978e+01	
 5.6942e+01	 6.5917e+01	
 5.6883e+01	 6.5856e+01	
 5.6823e+01	 6.5787e+01	
 5.6765e+01	 6.5733e+01	
 5.6706e+01	 6.5665e+01	
 5.6648e+01	 6.5604e+01	
 5.6590e+01	 6.5543e+01	
 5.6532e+01	 6.5483e+01	
 5.6474e+01	 6.5423e+01	
 5.6417e+01	 6.5363e+01	
 5.6359e+01	 6.5304e+01	
 5.6302e+01	 6.5245e+01	
 5.6246e+01	 6.5186e+01	
 5.6189e+01	 6.5127e+01	
 5.6132e+01	 6.5067e+01	
 5.6075e+01	 6.5009e+01	
 5.6019e+01	 6.4950e+01	
 5.5963e+01	 6.4892e+01	
 5.5907e+01	 6.4832e+01	
 5.5851e+01	 6.4775e+01	
 5.5795e+01	 6.4717e+01	
 5.5740e+01	 6.4659e+01	
 5.5685e+01	 6.4601e+01	
 5.5630e+01	 6.4544e+01	
 5.5575e+01	 6.4487e+01	
 5.5521e+01	 6.4430e+01	
 5.5466e+01	 6.4373e+01	
 5.5412e+01	 6.4317e+01	
 5.5358e+01	 6.4260e+01	
 5.5304e+01	 6.4203e+01	
 5.5250e+01	 6.4147e+01	
 5.5197e+01	 6.4091e+01	
 5.5143e+01	 6.4036e+01	
 5.5090e+01	 6.3981e+01	
 5.5037e+01	 6.3925e+01	
 5.4984e+01	 6.3872e+01	
 5.4932e+01	 6.3818e+01	
 5.4880e+01	 6.3763e+01	
 5.4828e+01	 6.3710e+01	
 5.4776e+01	 6.3657e+01	
 5.4725e+01	 6.3604e+01	
 5.4673e+01	 6.3551e+01	
